Date,Pilot Code,Vehicle Code,Station Code,Start Time,End Time,Distance,Total collection
26-06-2024,1226,2329,504,07:56:28,18:01:54,124.9,1209
26-06-2024,1115,2054,503,09:03:05,18:07:42,114.4,1255
26-06-2024,1112,2297,511,09:11:59,19:06:32,0,1211
26-06-2024,1237,2307,504,10:09:23,20:54:15,0,1210
26-06-2024,1681,2342,511,10:43:56,20:22:16,0,949
26-06-2024,1236,2343,511,09:30:46,18:48:34,80.6,861
27-06-2024,1237,2307,504,06:25:00,20:27:19,0,1711
27-06-2024,1152,2349,504,07:12:34,19:11:54,154.7,1718
27-06-2024,1017,2023,504,08:08:41,19:50:14,139.7,1238
27-06-2024,1023,2026,503,08:20:39,10:11:02,44.5,178
27-06-2024,1048,2044,504,08:00:41,18:10:57,106.3,1210
27-06-2024,1115,2054,503,08:25:55,18:47:26,91,1016
27-06-2024,1685,2293,511,08:10:51,21:03:43,0,991
27-06-2024,1375,2295,511,07:43:43,19:26:05,75.3,766
27-06-2024,1112,2297,511,08:19:43,19:59:05,0,1070
27-06-2024,1265,2328,504,07:59:26,19:59:46,137.8,1619
27-06-2024,1226,2329,504,07:58:11,19:56:58,142.7,1314
27-06-2024,1681,2342,511,08:17:21,19:33:21,0,698
27-06-2024,1149,2355,504,08:35:19,20:12:17,137.3,1407
27-06-2024,1116,2112,503,09:06:43,19:02:54,99.2,1108
27-06-2024,1150,2287,511,09:50:38,19:43:48,66.1,651
27-06-2024,1227,2316,504,09:26:14,20:56:13,90.5,1010
27-06-2024,1181,2319,504,10:35:50,19:21:57,89,1008
27-06-2024,1236,2343,511,09:33:35,19:24:39,53.1,557
28-06-2024,1685,2293,511,07:04:33,21:03:30,0,1131
28-06-2024,1265,2328,504,06:57:44,20:37:01,133.1,1626
28-06-2024,1226,2329,504,07:08:07,19:43:14,154.7,1480
28-06-2024,1023,2026,503,08:35:26,17:33:51,116,1236
28-06-2024,1115,2054,503,08:31:56,17:39:37,106.1,1333
28-06-2024,1055,2055,504,07:57:42,22:02:27,154.7,1744
28-06-2024,1108,2110,504,08:37:56,17:17:26,0,1239
28-06-2024,1116,2112,503,08:37:00,18:01:38,103.4,1215
28-06-2024,1375,2295,511,07:47:14,19:27:06,99.3,1013
28-06-2024,1112,2297,511,08:35:43,21:30:59,0,1207
28-06-2024,1237,2307,504,08:54:44,19:18:11,0,1222
28-06-2024,1227,2316,504,08:01:40,21:15:19,140.1,1429
28-06-2024,1181,2319,504,08:56:29,20:03:26,121.8,1205
28-06-2024,1681,2342,511,07:57:59,20:17:53,0,1216
28-06-2024,1236,2343,511,09:01:28,18:40:33,89.6,913
28-06-2024,1152,2349,504,07:34:16,21:16:23,143.8,1500
28-06-2024,1149,2355,504,07:53:21,19:48:47,163.7,1665
28-06-2024,1150,2287,511,09:42:24,19:19:20,78.2,769
29-06-2024,1237,2307,504,06:47:24,18:08:03,0,1227
29-06-2024,1152,2349,504,06:43:42,18:49:19,191.9,2010
29-06-2024,1023,2026,503,08:29:31,18:21:37,100.1,1225
29-06-2024,1048,2044,504,08:31:38,16:13:37,106,1228
29-06-2024,1115,2054,503,08:28:40,18:00:20,111.1,1215
29-06-2024,1055,2055,504,08:03:49,22:00:34,184.5,2497
29-06-2024,1108,2110,504,08:18:30,17:50:54,0,1481
29-06-2024,1116,2112,503,08:25:24,19:23:54,91.7,1107
29-06-2024,1685,2293,511,08:07:12,19:37:27,0,1526
29-06-2024,1375,2295,511,08:04:54,19:52:04,89.8,1051
29-06-2024,1112,2297,511,08:42:23,18:53:47,0,1213
29-06-2024,1227,2316,504,07:56:25,19:56:25,138.9,1511
29-06-2024,1265,2328,504,07:33:46,18:41:30,144.3,1630
29-06-2024,1226,2329,504,07:48:30,21:12:49,136.2,1300
29-06-2024,1681,2342,511,07:41:21,20:20:34,0,1372
29-06-2024,1149,2355,504,07:57:57,19:42:20,179.9,1920
29-06-2024,1022,2016,503,10:32:51,18:37:41,68,928
29-06-2024,1150,2287,511,09:19:59,19:50:27,109.9,1105
29-06-2024,1181,2319,504,09:42:35,17:36:44,105.4,1204
29-06-2024,1236,2343,511,10:04:11,19:00:49,83.9,853
30-06-2024,1237,2307,504,06:46:46,21:39:15,0,1527
30-06-2024,1149,2355,504,06:48:31,19:01:25,165.9,1833
30-06-2024,1055,2055,504,08:36:44,19:27:10,107.1,1225
30-06-2024,1108,2110,504,08:45:44,16:45:12,0,1140
30-06-2024,1116,2112,503,08:27:39,17:25:42,106,1117
30-06-2024,1265,2328,504,08:41:30,19:50:49,150.4,1788
30-06-2024,1226,2329,504,07:53:15,15:16:04,75.8,698
30-06-2024,1681,2342,511,07:53:04,17:29:19,0,1139
30-06-2024,1152,2349,504,08:10:45,20:32:21,130,1365
30-06-2024,1023,2026,503,09:26:05,17:52:35,100.5,1079
30-06-2024,1150,2287,511,09:26:56,19:11:51,88,875
30-06-2024,1227,2316,504,09:45:57,20:14:45,133.1,1408
30-06-2024,1181,2319,504,10:36:08,20:20:51,118.9,1215
30-06-2024,1236,2343,511,10:10:28,18:42:06,107.3,1118
